,一位,一名,一家,一张,一笔,万元,三汁,丑闻,世界,东西,两人,中国,中心,之间,事业,事件,事情,享年,人员,亿万富豪,亿美元,介绍,位于,信息,偶然,全国,公司,关注,关系,内容,内幕,凌晨,出水,出道,前不久,前妻,包括,却是,历史,原因,去世,去年,发展,发掘,发现,发生,告诉,四川省,地方,地点,声明,多名,大学,女士,女子,媒体,家族,富豪,对此,对象,小时,少妇,山区,岷江,工作,巨额,市场,希望,平台,年轻,广告,张献忠,当天,彭山,徒手,微信,情况,想要,想象,成都,手机,打电话,技术,抓获,报警,报道,拒绝,招牌,接受,推荐,提供,支付,收入,效果,文化,文物,新闻,时间,显示,晚上,曝光,有人,杀害,标准,次脸,气功,江口,沉银,洛克菲勒,济州,消息,消费,滞留,照片,现场,理由,生活,电话,男子,直播,相关,真的,石油,研究院,确认,社会,离婚,科学,程度,竟是,第一个,类似,约翰,组织,经验,网友,网络,美国,考古,自称,行业,西归浦,警方,记者,许婧,证实,调查,负责人,财富,超过,身份,过期,近日,返老还童,这是,透露,遇害,遗址,邀请,采访,金额,钱财,银行,长期,陈赫,面对,韩国,项目,食品安全,黄记煌
0,0.0,0.0442371717695,0.0,0.0,0.0,0.0395864154945,0.0,0.0,0.0,0.0,0.0,0.0,0.0435374649028,0.0,0.0,0.26772172784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548365626215,0.053544345568,0.0,0.0,0.0,0.0,0.0,0.0517752861442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160633036704,0.0,0.0,0.0449673100627,0.0,0.0,0.0,0.045730647645,0.0,0.0802739483233,0.0442371717695,0.0,0.0,0.0,0.0,0.0469449502431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053544345568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461257372849,0.192683326268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105867426733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523445113336,0.0,0.0877673475318,0.0523445113336,0.049673730014,0.0512247274771,0.045730647645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053544345568,0.053544345568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129594751917,0.0340923356624,0.0,0.0,0.435374649028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501749772361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764444271066,0.0,0.0,0.0
1,0.0,0.0442371717695,0.0,0.0,0.0,0.0395864154945,0.0,0.0,0.0,0.0,0.0,0.0,0.0435374649028,0.0,0.0,0.26772172784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548365626215,0.053544345568,0.0,0.0,0.0,0.0,0.0,0.0517752861442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160633036704,0.0,0.0,0.0449673100627,0.0,0.0,0.0,0.045730647645,0.0,0.0802739483233,0.0442371717695,0.0,0.0,0.0,0.0,0.0469449502431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053544345568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461257372849,0.192683326268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105867426733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523445113336,0.0,0.0877673475318,0.0523445113336,0.049673730014,0.0512247274771,0.045730647645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053544345568,0.053544345568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129594751917,0.0340923356624,0.0,0.0,0.435374649028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501749772361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764444271066,0.0,0.0,0.0
2,0.0,0.306401222755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236134746316,0.0,0.0,0.0,0.0,0.0,0.0,0.133689145711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0717225371718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0750509705189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278001903578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0717225371718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290044261612,0.0638964099161,0.0533835273923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146654533748,0.0,0.0,0.0,0.0,0.0,0.0,0.225152911557,0.0,0.0,0.072511065403,0.0,0.060790555829,0.0,0.0,0.0,0.253396422878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225152911557,0.299205312799,0.0,0.0,0.0,0.241243858018,0.0,0.0,0.0,0.0656201135612,0.0,0.0,0.0,0.0,0.0,0.215167611516,0.0,0.0,0.0,0.0,0.0,0.0,0.0741731548262,0.0,0.0,0.498333441713,0.0,0.0,0.0
3,0.0,0.194357123789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374463829713,0.0,0.0,0.0,0.0,0.0,0.0,0.106002505508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113738009188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529028408256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113738009188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229976923524,0.0,0.0846559027114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109121389402,0.0,0.232565597434,0.0,0.0,0.0,0.0,0.0,0.0,0.119016257805,0.117624212664,0.0,0.114988461762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119016257805,0.189792597742,0.0,0.0,0.0,0.0956414720596,0.0,0.0,0.0,0.104060750964,0.0,0.0894218539497,0.0,0.0,0.0,0.341214027564,0.0,0.0,0.0,0.0,0.0,0.0,0.235248425329,0.0,0.0,0.296347507042,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26903473442,0.0,0.0,0.0,0.211268728142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200012910365,0.0,0.0,0.127229803636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158367562301,0.0,0.0,0.0,0.0,0.0,0.185229641437,0.0,0.0,0.0,0.145374943966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152053259192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208859370305,0.0,0.0,0.0,0.0,0.0,0.0,0.427538052669,0.0,0.0,0.206534569007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197974286785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427538052669,0.0,0.0,0.0,0.0,0.171784802652,0.0,0.0,0.0,0.186906947198,0.0,0.0,0.0,0.0,0.0,0.204288589894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354853021514,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125555763952,0.0,0.0,0.253325109474,0.0,0.119517980028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124276041856,0.0,0.0,0.0,0.112312009988,0.111377415902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134191004779,0.0,0.125555763952,0.0,0.0,0.159734040806,0.132621471847,0.0,0.0,0.445509663607,0.128239771742,0.0,0.0,0.0,0.0,0.198826768068,0.0,0.0,0.0,0.0,0.0,0.116275739875,0.0,0.0,0.0,0.182514839825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106995715797,0.0,0.0,0.0,0.118408909326,0.0,0.0,0.0,0.114246669818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132621471847,0.0,0.0,0.318516511018,0.0,0.0,0.0,0.0,0.131109025659,0.0,0.0,0.0,0.0,0.0,0.0,0.134191004779,0.0,0.0,0.129649658849,0.0,0.0,0.0,0.12303452618,0.126876118867,0.0,0.0,0.0,0.0,0.0,0.124276041856,0.0,0.0,0.0,0.132621471847,0.132621471847,0.0,0.0,0.0,0.0,0.0,0.135822103506,0.0,0.0967293762436,0.0,0.0,0.0,0.0,0.134191004779,0.106995715797,0.0,0.0,0.0,0.215671799315,0.0,0.0,0.0,0.117328648938,0.0,0.0,0.0,0.0,0.0,0.256479543485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111377415902,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125555763952,0.0,0.0,0.253325109474,0.0,0.119517980028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124276041856,0.0,0.0,0.0,0.112312009988,0.111377415902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134191004779,0.0,0.125555763952,0.0,0.0,0.159734040806,0.132621471847,0.0,0.0,0.445509663607,0.128239771742,0.0,0.0,0.0,0.0,0.198826768068,0.0,0.0,0.0,0.0,0.0,0.116275739875,0.0,0.0,0.0,0.182514839825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106995715797,0.0,0.0,0.0,0.118408909326,0.0,0.0,0.0,0.114246669818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132621471847,0.0,0.0,0.318516511018,0.0,0.0,0.0,0.0,0.131109025659,0.0,0.0,0.0,0.0,0.0,0.0,0.134191004779,0.0,0.0,0.129649658849,0.0,0.0,0.0,0.12303452618,0.126876118867,0.0,0.0,0.0,0.0,0.0,0.124276041856,0.0,0.0,0.0,0.132621471847,0.132621471847,0.0,0.0,0.0,0.0,0.0,0.135822103506,0.0,0.0967293762436,0.0,0.0,0.0,0.0,0.134191004779,0.106995715797,0.0,0.0,0.0,0.215671799315,0.0,0.0,0.0,0.117328648938,0.0,0.0,0.0,0.0,0.0,0.256479543485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111377415902,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319232292808,0.0,0.150612779267,0.0,0.167125385325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158221403654,0.0,0.0,0.201291787426,0.0,0.0,0.0,0.140354297761,0.0,0.0,0.0,0.0,0.0,0.250555206208,0.0,0.0,0.0,0.0,0.0,0.146527010746,0.0,0.0,0.0,0.11499971501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120282636034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133794811893,0.0,0.0,0.0,0.0,0.165219448462,0.0,0.0,0.0,0.0,0.0,0.0,0.338206522194,0.0,0.0,0.163380400553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156608738332,0.0,0.0,0.0,0.167125385325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338206522194,0.134832617838,0.0,0.0,0.0,0.271782781945,0.0,0.0,0.0,0.147853853455,0.0,0.0,0.0,0.0,0.0,0.323207410805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280708595521,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604152543562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796868686866,0.0,0.0,0.0
9,0.0,0.127720549797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196861222384,0.0,0.0,0.0,0.0,0.0,0.0,0.278635493662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149484421082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231765106225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149484421082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453383625058,0.133173172926,0.111262177862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152829005642,0.0,0.0,0.0,0.0,0.0,0.0,0.312843112417,0.0,0.0,0.151127875019,0.0,0.126699938452,0.0,0.0,0.0,0.132032479161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312843112417,0.249442000977,0.0,0.0,0.0,0.251400744294,0.0,0.0,0.0,0.136765723492,0.0,0.0,0.0,0.0,0.0,0.149484421082,0.0,0.0,0.0,0.0,0.0,0.0,0.154592008958,0.0,0.0,0.259657176731,0.0,0.0,0.0
